,text,created_date,latitude,longitude,retweet,polarity
329,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:21:05,,,193,Positive
330,@MrsGandhi @narendramodi Seems BJP will clean sweep,2019-04-24 14:21:04,,,0,Positive
331,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:21:04,,,193,Positive
332,@MrsGandhi @ashokgehlot51 Ok tell about BJP promises of 2014,2019-04-24 14:21:03,,,0,Highly Positive
333,RT @narendramodi: TMC bullying isn't going to stop BJP! West Bengal has decided to vote BJP...watch from Asansol. https://t.co/kymSxt5oLd,2019-04-24 14:21:01,,,6222,Neutral
334,"RT @bjparvind: Karnataka govt has arrested Mahesh Hegde

Vendetta politics of @hd_kumaraswamy's govt exposes their desperation of loosing e…",2019-04-24 14:21:00,,,138,Neutral
335,@Sunsin11 @MajidExM @alipakistani500 @neer345 @Bewda786 @Coco_Shifu @Gubomaster @Ek_Hindustaani @SenRehmanMalik… https://t.co/ww4O2Vehvi,2019-04-24 14:21:00,,,0,Neutral
336,RT @Hardism: BJP at next Ram Mandir hearing. #SunnyDeol https://t.co/f4HkR3g8x1,2019-04-24 14:21:00,,,365,Neutral
337,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:21:00,,,50,Positive
338,"RT @BhavikaKapoor5: Couple of hundreds defamed and embarrassed my great religion. ""Sanaatan Dharm"". Feeling uneasy.

Goons and criminals of…",2019-04-24 14:20:58,,,137,Highly Positive
339,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:20:58,,,4064,Negative
340,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:20:56,,,50,Positive
341,"RT @madhukishwar: But all we see you do in effect is ""unite against BJP"" . It's convenient to issue pious statements against IS sitting afa…",2019-04-24 14:20:55,,,408,Neutral
342,RT @BJP4Bengal: The impact of MODI TSUNAMI -  @mamataofficial appeals everyone to vote for BJP! The first time she's made any sense during…,2019-04-24 14:20:54,,,1539,Positive
343,"RT @anigalla: BJP IT Cell has lifted a family's photo from FB and passed of as poor people who came out of poverty because of Modi Govt.

T…",2019-04-24 14:20:53,,,33,Negative
344,"RT @ripunbora: U can make people wear BJP caps and BJP scarves,

But can't make the same people vote BJP, 
as this woman says👇
@INCIndia @I…",2019-04-24 14:20:52,,,4,Neutral
345,RT @indiaonlinepoll: The MAHABHARAT of India. MODI vs RAHUL Who is going to make it in FINALS? Should MODI be given a chance for the 2nd ti…,2019-04-24 14:20:50,,,264,Neutral
346,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:20:49,,,133,Negative
347,RT @Dev_Fadnavis: At #VijaySankalpSabha in Kurla for BJP Candidate @poonam_mahajan for Mumbai North Central https://t.co/vIWrltEeti,2019-04-24 14:20:48,,,57,Neutral
348,"RT @SaiBabushaan: Superstar #BabushaanMohanty accompany BJP LS candidates #BaijayantJaypanda in the mega roadshow being held in Rajkanika,…",2019-04-24 14:20:46,,,15,Neutral
349,"RT @Vedansh14178663: ""This will have electrifying effect for BJP to chose sitting MP @KirronKherBJP  as its candidate for the Lok Sabha ele…",2019-04-24 14:20:45,,,0,Neutral
350,RT @narendramodi: The Government that New India wants and why BJP is the preferred choice of the youth… https://t.co/HYUjOrKjup,2019-04-24 14:20:45,,,3055,Positive
351,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:20:44,,,133,Negative
352,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:20:43,,,50,Positive
353,"RT @Stateofthings2: @girishalva @mvmeet Why are BJP supporters who are extremely decent and mild subjected to such harrassment?

@narendram…",2019-04-24 14:20:41,,,3,Positive
354,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:20:40,,,133,Negative
355,RT @SagarAc99: Dear @RahulGandhi @INCIndia @INCKarnataka the Anti national steps from ur so called Coalition Govt. in Karnataka ll definite…,2019-04-24 14:20:38,,,1,Neutral
356,"RT @BJP4Karnataka: We heart fully thank all our Karyakarthas &amp; supporters for your hardwork during this elections.

Your efforts will defin…",2019-04-24 14:20:38,,,488,Neutral
357,"@BhavanBadrinath @Mohanbhagwat13 ,Please ensure our cadres work hard to ensure Modiji and BJP back in power in.the ensuing elections .",2019-04-24 14:20:37,,,0,Negative
358,"RT @narendramodi: Had an extensive interaction with trader friends from across India.
For decades, Congress gave the nation License Raj, Pe…",2019-04-24 14:20:36,,,3075,Neutral
359,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:20:36,,,50,Positive
360,RT @Abc_11_jk: #Breaking: Gujarat BJP’s minister Jawahar Chavda’s supporters do not let people exercise right of voting in Rafala town in M…,2019-04-24 14:20:32,,,946,Positive
361,@_PareshBhatt Hi! I am not sure that which tweets of mine give that impression. Yes- Modi is in a pole position and… https://t.co/3kDauqy7ib,2019-04-24 14:20:29,,,0,Negative
362,"@AskAnshul They just are for lip service and vote bank. BJP is the only party which considers everyone equal, ones… https://t.co/9nbohJoXbz",2019-04-24 14:20:28,,,0,Neutral
363,"RT @ShashiTharoor: As we enter the last phases of this election, it is time to recall again @pbmehta's dire warning: ""the BJP stand for eve…",2019-04-24 14:20:26,,,143,Neutral
364,"RT @narendramodi: Those born in the 21st century, our first time voters have only seen BJD misrule. 

A vote for BJP in Odisha is a vote to…",2019-04-24 14:20:25,,,3042,Positive
365,@PoliteVersion BJP losing seats in Gujarat is a bad sign. Having said that- talked to someone in BJP may+Goa team.… https://t.co/PG44WtPac9,2019-04-24 14:20:22,,,0,Highly Negative
366,"RT @KanchanGupta: This turnout for #ModiRally at Ranaghat in #WestBengal tells a story. Before 'Poriborton' (Change), TMC had coined the sl…",2019-04-24 14:20:22,,,455,Neutral
367,"RT @bjparvind: Karnataka govt has arrested Mahesh Hegde

Vendetta politics of @hd_kumaraswamy's govt exposes their desperation of loosing e…",2019-04-24 14:20:18,,,138,Neutral
368,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:20:18,,,50,Positive
369,Raju yadav a young leader speaks on issues. Issues of young India. Whereas BJP has based elections on person and no… https://t.co/TUr0rphqYH,2019-04-24 14:20:17,,,1,Positive
370,@vi_vibhavjoshi he lost Vidhan Sabha elections last time. the fact that his son is married to laloo's daughter may… https://t.co/nPrBuFfKSj,2019-04-24 14:20:16,,,0,Positive
371,RT @BJP4Bengal: The impact of MODI TSUNAMI -  @mamataofficial appeals everyone to vote for BJP! The first time she's made any sense during…,2019-04-24 14:20:15,,,1539,Positive
372,"RT @sidmtweets: 1) ANI uses its platform to run a political promotion using Akshay Kumar to benefit the PM

2) ANI uses its platform to dis…",2019-04-24 14:20:14,,,139,Neutral
373,"RT @srivatsayb: ""BJP is denying vocal Dalit members like Udit Raj tickets because they just won’t fall in line""

This is absolutely true. B…",2019-04-24 14:20:14,,,37,Positive
374,RT @Dev_Fadnavis: At #VijaySankalpSabha in Satana for BJP Candidate @DrSubhashMoS for Dhule  #BharatKaGarvModi https://t.co/4qp2Cka9F4,2019-04-24 14:20:14,,,170,Neutral
375,@partha2019LS BJP is gone. That's why Modi and Shah are fighting to remain at least MP's from their respective constituencies.,2019-04-24 14:20:09,,,0,Negative
376,"RT @ANI: #WATCH Congress President Rahul Gandhi in Jabalpur, Madhya Pradesh says, ""Murder accused BJP President Amit Shah....waah! kya shaa…",2019-04-24 14:20:09,,,1409,Neutral
377,"@IndiaToday Criticism of our PM interview given to Akshay kumar,Today all people of India are thankful to Congress… https://t.co/ep21KAZx2H",2019-04-24 14:20:08,,,0,Neutral
378,RT @ielvisgomes: Election of shame ? Mock poll with 9 votes for each of 6 candidates in booth no 31 in 34 AC in Goa. Total count BJP gets 1…,2019-04-24 14:20:08,,,3084,Neutral
379,"@TypoMantri When they said they won't align with anyone at all, they were just a new born party being naive. But I… https://t.co/C3AhvWHoUG",2019-04-24 14:20:05,,,0,Negative
380,"RT @narendramodi: Those born in the 21st century, our first time voters have only seen BJD misrule. 

A vote for BJP in Odisha is a vote to…",2019-04-24 14:20:05,,,3042,Positive
381,RT @narendramodi: The Government that New India wants and why BJP is the preferred choice of the youth… https://t.co/HYUjOrKjup,2019-04-24 14:20:03,,,3055,Positive
382,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:20:01,,,4065,Negative
383,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:20:00,,,133,Negative
384,@bringBJPBack @abhijitmajumder Is there any doubt they aren't going to vote for bjp,2019-04-24 14:20:00,,,0,Neutral
385,"RT @Nehr_who: BJP candidates Speech:

RS katheria: Will cut fingers raised on us

Satpal Singh: Will chop off arms raised on Modi

Manoj Si…",2019-04-24 14:20:00,,,54,Neutral
386,RT @FeignShourie: BJP IT Cell has lifted a family's photo from FB and passed of as poor people who came out of poverty because of Modi Govt…,2019-04-24 14:19:59,,,1081,Negative
387,"Sadhvi is BJP choice, who is on bail on terror charges. God bless India.  https://t.co/FjYRngUCNi",2019-04-24 14:19:59,,,0,Neutral
388,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:58,,,193,Positive
389,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:19:58,,,133,Negative
390,@Rahulmullakkal @BJP4Keralam @Kummanam @psspillaibjp @sandeepvarier Taking communists to court for false allegation… https://t.co/ve2hBFUK13,2019-04-24 14:19:58,,,0,Negative
391,RT @ganeshchetan: How can BJP supporters trend #IStandWithMaheshHegde if he has done this? Does BJP support criminal anti national activiti…,2019-04-24 14:19:58,,,35,Negative
392,"RT @ShashiTharoor: As we enter the last phases of this election, it is time to recall again @pbmehta's dire warning: ""the BJP stand for eve…",2019-04-24 14:19:57,,,143,Neutral
393,RT @rupagulab: Hats off to @RahulGandhi. He’s faced onslaught after onslaught from BJP goondas (including the Prime Chowkidar &amp; his crimina…,2019-04-24 14:19:56,,,669,Neutral
394,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:54,,,193,Positive
395,"#NewDelhi: BJP candidate believes cow urine, dung can cure cancer, reports from India say
https://t.co/jJ0SkVj9kB",2019-04-24 14:19:50,,,0,Negative
396,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:19:49,,,133,Negative
397,Mam I am a BJP supporter but also an admirer of your vocal skills on debate shows. I always used to think to tweet… https://t.co/G4TgvQBe7t,2019-04-24 14:19:48,,,0,Neutral
398,RT @Congressi_Beti: The decision to rope in a Bollywood actor for an interview smacked of BJP’s desperation and sign of nervousness after t…,2019-04-24 14:19:46,,,10,Neutral
399,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:45,,,4065,Negative
400,RT @RealHistoryPic: Raj Thackeray invited the family on the stage whose image was used by BJP IT cell to show development of Modi. 😂😂😂😂😂😂😂😂…,2019-04-24 14:19:45,,,3212,Neutral
401,BJP MP Udith Raj joined congress in Delhi | Congress v/s BJP | loksabha election in Delhi | news https://t.co/2jp8x4RRXm,2019-04-24 14:19:45,,,0,Neutral
402,"RT @dhruv_rathee: I feel bad for Chowkidars of Modi

- First they had to defend the fact that Bomb Blast accused is BJP candidate

- Now th…",2019-04-24 14:19:44,,,5667,Negative
403,RT @bhak_sala: Why are anti-BJP people so obsessed with Chaddis of people who support BJP. What fascinates them so much? https://t.co/dz1NG…,2019-04-24 14:19:43,,,164,Negative
404,"RT @ashu111288: Since current karnataka Govt. cannot fight straight with BJP leaders, 

they attack at the party workers. 

Why did they ev…",2019-04-24 14:19:43,,,285,Positive
405,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:42,,,4065,Negative
406,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:19:41,,,50,Positive
407,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:41,,,4065,Negative
408,"RT @drgynaec: Breaking News:- #Sunny joined BJP.
#SunnyLeone            #SunnyDeol
Expectation                 Reality
         👇…",2019-04-24 14:19:39,,,2,Neutral
409,RT @shrutisg: BJP govt's wrong policies has affected once rich milk economy of western Maharashtra. Farmers r hardly getting any returns fr…,2019-04-24 14:19:38,,,10,Negative
410,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:38,,,193,Positive
411,@Monika_BJP Right ma’am,2019-04-24 14:19:37,,,0,Positive
412,"RT @amarspks: TMC worker brandished a gun to 'save democracy’. Why’s RW outraging over the matter? Don’t they know, rules to maintain L&amp;O i…",2019-04-24 14:19:37,,,2,Neutral
413,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:19:37,,,133,Negative
414,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:19:36,,,926,Neutral
415,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:36,,,4065,Negative
416,RT @richa_TNIE: Disgruntled BJP MP and dalit leader Udit Raj joins Congress.  @NewIndianXpress https://t.co/ypVBJYlNkF,2019-04-24 14:19:35,,,4,Neutral
417,"RT @AnupamConnects: Police complaint lodged against BJP IT cell chief and a portal named 'Frustrated Indian' at the office of DCP Crime, Ka…",2019-04-24 14:19:35,,,753,Highly Negative
418,"RT @TIP_Pradhanjii: BSP supporters in Bareilly, budaun, Aonla voted for BJP after unable to find Elephant symbol on evm machines 😆😆 . 

Aur…",2019-04-24 14:19:35,,,462,Highly Negative
419,"RT @PoulomiMSaha: News of press conference by @narendramodi is completely wrong. BJP has officially denied it. 

Between 25th and 26th Apri…",2019-04-24 14:19:34,,,69,Highly Negative
420,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:19:33,,,926,Neutral
421,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:19:33,,,926,Neutral
422,"RT @BhavikaKapoor5: These elements are being used to their best for Modi win :
- Election Commission 
- Media owners
- Abuse of Money
- EVM…",2019-04-24 14:19:31,,,71,Highly Positive
423,RT @narendramodi: The Government that New India wants and why BJP is the preferred choice of the youth… https://t.co/HYUjOrKjup,2019-04-24 14:19:31,,,3055,Positive
424,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:30,,,193,Positive
425,@sumanthraman @ndtv In other words they voted for BJP?,2019-04-24 14:19:29,,,0,Negative
426,RT @republic: #ShahSpeaksToArnab | Stay tuned to @Republic_Bharat for an unmissable interview of @AmitShah as the BJP chief speaks to Arnab…,2019-04-24 14:19:28,,,357,Neutral
427,"RT @JantaKaReporter: Unforgiving fans say 'shame on you' to @akshaykumar for 'helping BJP' using his social media pages during elections, o…",2019-04-24 14:19:27,,,46,Positive
428,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:27,,,4065,Negative
429,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:19:27,,,926,Neutral
430,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:27,,,193,Positive
431,RT @RealHistoryPic: It's hilarious how BJP IT Cell is targeting him even though he didn't mention which party's symbol was displayed by VVP…,2019-04-24 14:19:26,,,109,Highly Positive
432,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:19:26,,,50,Positive
433,"RT @Nehr_who: BJP candidates Speech:

RS katheria: Will cut fingers raised on us

Satpal Singh: Will chop off arms raised on Modi

Manoj Si…",2019-04-24 14:19:25,,,54,Neutral
434,"RT @DeshGujarat: Record break 64.11% turnout in Lok Sabha elections 2019 in Gujarat, highest ever in state, even more than 2014 'wave elect…",2019-04-24 14:19:25,,,32,Highly Positive
435,"RT @BJP4India: Through PM Kisan yojana, we want to provide financial assistance to the farmers of West Bengal. However, they haven't given…",2019-04-24 14:19:25,,,206,Neutral
436,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:23,,,4065,Negative
437,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:19:22,,,133,Negative
438,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:19:20,,,133,Negative
439,"RT @SwamiGeetika: @narendramodi This old woman to realize how PM Modi’s Ayushman Bharat, Awaas Yojna And Ujjwala Has benefited the lives of…",2019-04-24 14:19:20,,,128,Positive
440,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:18,,,193,Positive
441,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:16,,,193,Positive
442,RT @rvaidya2000: Crazy TN chnnls:In adjacent SL Islamist Jihadis bombed at killed 350 +ppl in Churches and hotels--These breaking India for…,2019-04-24 14:19:15,,,189,Negative
443,"RT @ShashiTharoor: As we enter the last phases of this election, it is time to recall again @pbmehta's dire warning: ""the BJP stand for eve…",2019-04-24 14:19:13,,,143,Neutral
444,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:19:11,,,4065,Negative
445,"RT @madhukishwar: But all we see you do in effect is ""unite against BJP"" . It's convenient to issue pious statements against IS sitting afa…",2019-04-24 14:19:10,,,408,Neutral
446,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:19:08,,,133,Negative
447,Upper caste Hindus have social groups and colleagues all full of other UCs and then they are convinced that ALL Hin… https://t.co/u6Ys1z2gDe,2019-04-24 14:19:07,,,0,Positive
448,"After phase 3, things are a bit confusing. BJP is struggling. But Congress seems to have done badly in Karnataka. W… https://t.co/PlD2gO9PCm",2019-04-24 14:19:07,,,0,Negative
449,"RT @srivatsayb: Urmila Matondkar has been a revelation

Mumbai North was the toughest seat for Congress in probably the whole of Maharashtr…",2019-04-24 14:19:06,,,658,Positive
450,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:19:06,,,50,Positive
451,"RT @dhruv_rathee: I feel bad for Chowkidars of Modi

- First they had to defend the fact that Bomb Blast accused is BJP candidate

- Now th…",2019-04-24 14:19:06,,,5667,Negative
452,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:19:05,,,926,Neutral
453,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:19:03,,,193,Positive
454,"RT @sanshar3: Free &amp; Equitable Healthcare is the Right of every citizen.

Let's fight to get rid of policies of privatization, to free our…",2019-04-24 14:19:02,,,1,Positive
455,RT @free_thinker: BJP has denied reports that the PM has suddenly summoned the courage to address a Press Conference. https://t.co/diq5imQU…,2019-04-24 14:19:02,,,179,Neutral
456,"This Will happen To All bjp supporters If UPA Comes To Power 
#IStandWithMaheshHegde https://t.co/5oiHBV48ko",2019-04-24 14:19:00,,,0,Neutral
457,RT @IamIconoclast: #ChintamaniSpeaks #Elections2019 @Election_in Firozabad voter turnout is down by a whopping 9%. The buzz is that the lar…,2019-04-24 14:18:58,,,39,Negative
458,&amp; the Congis attributed “better advertising” to Modi and BJP’s spectacular win. They had no real issue to trash Mod… https://t.co/4GIw1e3jii,2019-04-24 14:18:58,72.74484, 18.845343,0,Positive
459,RT @rvaidya2000: Crazy TN chnnls:In adjacent SL Islamist Jihadis bombed at killed 350 +ppl in Churches and hotels--These breaking India for…,2019-04-24 14:18:56,,,189,Negative
460,RT @scroll_in: Opinion: Pragya Thakur’s candidacy is only one more building block in the BJP’s Hindu rashtra https://t.co/odZMdLnVrY | @Anj…,2019-04-24 14:18:55,,,2,Positive
461,"RT @Ibne_Sena: Bloody Terrorists once again threatened @BJP4India karykartas from Kashmir over their political affiliation.

It itself mean…",2019-04-24 14:18:55,,,385,Negative
462,RT @narendramodi: The Government that New India wants and why BJP is the preferred choice of the youth… https://t.co/HYUjOrKjup,2019-04-24 14:18:53,,,3055,Positive
463,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:18:53,,,50,Positive
464,"RT @cpimlliberation: Vote Out BJP's Agenda Of Hate 
Lock, Stock, And Barrel!
Vote for Jobs, Education, Healthcare For All! 
Vote for Wealth…",2019-04-24 14:18:53,,,21,Highly Negative
465,"RT @BJP4JnK: BJP State President Sh. @RavinderBJPJK, BJP State General Secretary (Org) Sh. @AshokKoul59 and other senior party leaders paid…",2019-04-24 14:18:53,,,10,Negative
466,"RT @narendramodi: Didi will again be angry today, seeing the immense support for BJP in West Bengal. Watch from Bolpur. https://t.co/fUrfsh…",2019-04-24 14:18:51,,,4065,Negative
467,"RT @KanchanGupta: This turnout for #ModiRally at Ranaghat in #WestBengal tells a story. Before 'Poriborton' (Change), TMC had coined the sl…",2019-04-24 14:18:50,,,455,Neutral
468,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:18:48,,,193,Positive
469,RT @Vishj05: Akshay Kumar showed Modi ji Photoshopped image by Krishna. Modi ji was surprised that despite such brilliant photoshopping ski…,2019-04-24 14:18:48,,,36,Positive
470,RT @Swamy39: Day by day it is becoming clear that voter has a mature understanding not to repeat Jaichand Godse blunder of empowering natio…,2019-04-24 14:18:48,,,4626,Positive
471,RT @arungiri: Bjp takes down the page containing the advertisement that Raj Thackeray referred in his speech yday. No doubt he s the best f…,2019-04-24 14:18:47,,,265,Positive
472,RT @ArvindKejriwal: Absolutely shocking. All “faulty” EVMs deliver votes to BJP. https://t.co/lBQssZKzqk,2019-04-24 14:18:45,,,3146,Highly Negative
473,"RT @BJP4India: Bengal has been pushed to such a depressing situation where Didi has 'Mamata' for goons &amp; 'Nirmamata' for the people.

TMC t…",2019-04-24 14:18:45,,,133,Negative
474,"RT @firstpost: On joining #Congress, Udit Raj claimed that the #BJP did not give him a ticket as he had spoken out in support of the Dalits…",2019-04-24 14:18:41,,,4,Neutral
475,"RT @BJP4India: No one can imagine such a huge rally of BJP in West Bengal.

After few phases of elections, Didi has lost the 'little hope'…",2019-04-24 14:18:40,,,193,Positive
476,"Free &amp; Equitable Healthcare is the Right of every citizen.

Let's fight to get rid of policies of privatization, to… https://t.co/k40z3aWvRA",2019-04-24 14:18:39,,,1,Positive
477,RT @republic: #ShahSpeaksToArnab | Stay tuned to @Republic_Bharat for an unmissable interview of @AmitShah as the BJP chief speaks to Arnab…,2019-04-24 14:18:38,,,357,Neutral
478,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:18:38,,,50,Positive
479,"RT @cpimspeak: Continuing with the street corner meetings, our candidate from Sikar Lok Sabha constituency Amra Ram is appealing people to…",2019-04-24 14:18:35,,,13,Highly Positive
480,RT @MandeepBajwa: An EVM that 'votes' only for BJP stuns poll staff in Assam - Times of India https://t.co/JEURjx2ZCa via @timesofindia,2019-04-24 14:18:34,,,63,Neutral
481,@OpIndia_com But the BJP more often than not does roadshows wielding swords and maces!,2019-04-24 14:18:33,,,0,Highly Positive
482,For the last 5 years BJP has done politics of only communal hatred. This time support a leader who believes in the… https://t.co/arpPKpZ7Pp,2019-04-24 14:18:33,,,0,Neutral
483,RT @akashbanerjee: .... basically the entire BJP election strategy for 2019. https://t.co/345d9SP5Qz,2019-04-24 14:18:33,,,927,Neutral
484,"RT @KanchanGupta: This turnout for #ModiRally at Ranaghat in #WestBengal tells a story. Before 'Poriborton' (Change), TMC had coined the sl…",2019-04-24 14:18:33,,,455,Neutral
485,RT @ndtvfeed: FIR Against Babul Supriyo For Playing BJP Theme Song Banned By Poll Body https://t.co/xOSpedGZqG,2019-04-24 14:18:32,,,6,Neutral
486,RT @rvaidya2000: Crazy TN chnnls:In adjacent SL Islamist Jihadis bombed at killed 350 +ppl in Churches and hotels--These breaking India for…,2019-04-24 14:18:32,,,189,Negative
487,"@Dr_Uditraj @INCIndia You need a party to work for dalits?

And you remembered BJP is dalit virodhi when they didn'… https://t.co/8A2mUlFQDl",2019-04-24 14:18:31,,,1,Neutral
488,RT @arungiri: 2 parties will take a hit due to flip-flop on their ties with BJP... the JDU &amp; Sena... voters see thru the charade,2019-04-24 14:18:30,,,102,Negative
489,"RT @DaaruBaazMehta: BREAKING:

BJP @GautamGambhir's nomination NOT ACCEPTED after AAP's @AtishiAAP raised an objection over a discrepancy.…",2019-04-24 14:18:29,,,67,Neutral
490,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:18:29,,,50,Positive
491,"RT @Nehr_who: BJP candidates Speech:

RS katheria: Will cut fingers raised on us

Satpal Singh: Will chop off arms raised on Modi

Manoj Si…",2019-04-24 14:18:28,,,54,Neutral
492,@SunnyDeol___ Welcome Sunny in BJP,2019-04-24 14:18:28,,,0,Highly Positive
493,"RT @raghav_chadha: I will be moving the Delhi High Court against wrongful acceptance of nomination papers of BJP's South Delhi Candidate, R…",2019-04-24 14:18:28,,,50,Positive
494,"RT @BJP4JnK: #IndiaWantsModiAgain
BJP State General Sec. (Org) Sh @AshokKoul59 addresses party workers in a one day booth workers workshop…",2019-04-24 14:18:27,,,24,Negative
495,RT @bainjal: Half the election is over &amp; based on ground reports I don’t think the Bjp has performed anywhere close to what they are projec…,2019-04-24 14:18:27,,,557,Negative
